barcode	stain_status	id	accessURI	institutionCode	catalogNumber	recordedBy	year	month	day	verbatimEventDate	country	stateProvince	county	locality	identifiedBy	scientificName
00133300	unstained	http://n2t.net/ark:/65665/3a5303ef6-f1f5-4a81-9f46-f28e595229fc	http://n2t.net/ark:/65665/m372acaad9-dabf-4857-9558-35f643a16476	US	2959126	A. E. Burkart	1965	4	19	19 Apr 1965	Argentina	Entre Ríos		Concepcion del Uraguay Cerca de Parque-Unzue.		Chloris sesquiflora
00133323	unstained	http://n2t.net/ark:/65665/37c04e2b4-d07e-47c3-b958-bed55dd7bbd9	http://n2t.net/ark:/65665/m34a5ea426-a88d-4ccf-a009-cba286670107	US	80825	L. Née				-- --- ----	Argentina	Buenos Aires				Chloris distichophylla
00133354	unstained	http://n2t.net/ark:/65665/376f30367-d889-47aa-a16c-c18253dfb993	http://n2t.net/ark:/65665/m3f65fc4fa-5aea-488d-816f-9f6542e83d94	US	80836	L. Née				-- --- ----	Philippines					Chloris rufescens
00133359	unstained	http://n2t.net/ark:/65665/357167585-16ab-4a45-8bcd-d0784d6fe258	http://n2t.net/ark:/65665/m3a844cef3-a943-46b8-9aff-4b68277c453e	US	690358	W. F. Suringar	1885	1	14	14 Jan 1885	Curaçao			At Brakkeput.		Chloris suringari
00133379	unstained	http://n2t.net/ark:/65665/339fad270-3b09-4c55-b21c-7c5483177d0d	http://n2t.net/ark:/65665/m36b31d0e1-ab6a-4b79-a34b-431358a2df81	US	1815753	F. Devoto	1939	1		-- Jan 1939	Argentina	Salta		El Rey, Cerros de Maiz Gordo.		Chusquea deficiens
00133391	unstained	http://n2t.net/ark:/65665/3e8e1222c-516f-4cfc-91bf-7863d4d82700	http://n2t.net/ark:/65665/m397cef290-fa08-4dbd-89f0-f46b4586ea45	US	2874603	D. Bilimek	1865	12	24	24 Dec 1865	Mexico			E of Monserrat		Chusquea bilimeki
00133393	unstained	http://n2t.net/ark:/65665/3874cf6cc-06e6-4970-a91a-6b03fcd56590	http://n2t.net/ark:/65665/m3beb43216-7c64-46ed-8361-b6b612ea22ec	US	2874609	C. Gay				-- --- ----	Chile	Valdivia				Chusquea culeou
00133423	unstained	http://n2t.net/ark:/65665/3f230762c-40bd-4db5-87ec-a78f39b101fc	http://n2t.net/ark:/65665/m371c503aa-c1ef-4738-94e8-2292baa42b24	US	1127089	A. Weberbauer				-- --- ----	Peru	Amazonas		Ad [?] Chachapoyas between Tambo Ventillas and Piscohuanama		Chusquea weberbaueri
00133425	unstained	http://n2t.net/ark:/65665/389fbc94c-e6a0-456d-bfe1-b04883473636	http://n2t.net/ark:/65665/m3aa7e74b2-2cc6-4438-8a69-a149b86f1602	US	1632016	M. L. Fernald & B. H. Long	1934	8	8	08 Aug 1934	United States	Virginia	Princess Anne	Virginia Beach.		Cinna arundinacea var. inexpansa
00133449	unstained	http://n2t.net/ark:/65665/30153f1b0-db34-4dbb-97ca-4fcde0474a8b	http://n2t.net/ark:/65665/m3782569bb-72a2-4c65-807a-45097c0d2d98	US	2690611	C. E. Calderón & R. L. Dressler	1971	10	27	27 Oct 1971	Panama	Colón		Santa Rita, 5km E of the Carretera Trans-Istmica.		Cryptochloa dressleri
00133454	unstained	http://n2t.net/ark:/65665/3b364b024-64e5-4738-8efd-75e37258063f	http://n2t.net/ark:/65665/m3deca5261-c137-4a96-ba58-e99205f566f3	US	715193	H. F. Pittier	1911	12	8	08 Dec 1911	Panama	Coclé		Picacho de Ola.		Ctenium concissum
00133459	unstained	http://n2t.net/ark:/65665/32c6fe166-6219-494d-a10e-41a8fc79e20b	http://n2t.net/ark:/65665/m398648324-67d4-4202-97b0-c67457e37741	US	1547122	S. Venturi	1924	1	31	31 Jan 1924	Argentina	Tucumán	Capital	Rio Sali; alt. 450m.		Cynodon maritimus var. grandispiculus
00133462	unstained	http://n2t.net/ark:/65665/377d16ac8-31c7-41e8-bb63-cbcde90d15d7	http://n2t.net/ark:/65665/m3472c6cdf-2f3e-417e-87a5-2d7b537c1472	US	884782	Collector unknown				-- --- ----	Australia			Ooduodatta.		Dactyloctenium australiensis
00133476	unstained	http://n2t.net/ark:/65665/32589ba14-6d98-4af6-81e9-77df67f62ed7	http://n2t.net/ark:/65665/m3d46c8777-ec36-4763-9fea-c9d2167f94df	US	1612009	G. W. Schimper	1862			-- --- 1862	Ethiopia			Amba Hedscha.		Danthonia trisetoides var. schimperi
00133492	unstained	http://n2t.net/ark:/65665/3b8cdb990-b2a6-4223-a7f2-2e8c86c9e24b	http://n2t.net/ark:/65665/m325253673-a39c-4e59-938a-27040108acb0	US	867589	G. W. Letterman	1885	8	15	15 Aug 1885	United States	Colorado	Clear Creek	Gray's Park.		Deschampsia cespitosa var. alpina
00133495	unstained	http://n2t.net/ark:/65665/338d1e1e4-fbbb-4d3c-b526-0eaa677564de	http://n2t.net/ark:/65665/m3d9879bf4-2015-4b76-90b8-485cf4d8ff5b	US	867567	J. Macoun	1887	6	10	10 Jun 1887	Canada	British Columbia				Deschampsia cespitosa var. longiflora
00133506	unstained	http://n2t.net/ark:/65665/32ad65933-299a-470e-bd98-74ff2d6617cc	http://n2t.net/ark:/65665/m3e0d4be8c-36e6-4b5b-8de1-6db5db31ee55	US	867629	C. G. Pringle	1887	10	9	09 Oct 1887	Mexico	Chihuahua				Deschampsia pringlei
00133514	unstained	http://n2t.net/ark:/65665/32fd73a69-fc87-4734-ac71-00ce37d1cd22	http://n2t.net/ark:/65665/m3366c2582-d612-40b7-874a-800ac8f53616	US	556704	F. Tweedy	1885			-- --- 1885	United States	Idaho / Montana / Wyoming		Slough Creek, Yellowstone Natl. Park; alt. 6700 ft.		Deyeuxia dubia
00133522	unstained	http://n2t.net/ark:/65665/3f30fb7fe-b0b0-429a-be5b-249cc009178b	http://n2t.net/ark:/65665/m3e807e199-f632-44af-bd33-26104a9c3fdb	US	844648	C. M. Dawson	1887	7	31	31 Jul 1887	Canada	Northwest Territories	Franklin	Pelly Banks.		Deyeuxia neglecta var. brevifolia
00133528	unstained	http://n2t.net/ark:/65665/35203ebcd-bd86-4838-a112-0138ed645e2e	http://n2t.net/ark:/65665/m30a1c56c4-63e8-4ba4-8c62-7cd557edcd0c	US	556751	J. M. Macoun	1887	7	25	25 Jul 1887	Canada	Quebec		Fort George, James Bay.		Deyeuxia vancouverensis
00133564	unstained	http://n2t.net/ark:/65665/31f1e498d-216d-4716-aee7-858c9f7338ff	http://n2t.net/ark:/65665/m32a6e2763-8327-4690-8f90-1b611bfcb77b	US	713069	R. C. McGregor	1911	10		-- Oct 1911	Guam					Digitaria mariannensis
00133582	unstained	http://n2t.net/ark:/65665/30353280b-3de6-42fc-b218-3f5a17697cbf	http://n2t.net/ark:/65665/m3c80c1864-71fd-4293-9af0-373f16b0f762	US	1723617	L. J. Brass	1937	1		-- Jan 1937	Papua New Guinea	Western		Tarara, Wassi Kussar.		Digitaria tararensis
00133605	unstained	http://n2t.net/ark:/65665/39862f0e8-9f50-447f-8ab3-143d0e10240b	http://n2t.net/ark:/65665/m3eccb82c9-8883-4120-b17e-739bca00250a	US	78812	T. S. Brandegee	1889	1	18	18 Jan 1889	Mexico	Baja California Sur		Lower California, Magdalena Island		Diplachne brandegei
00133626	unstained	http://n2t.net/ark:/65665/30a86a6ac-18b2-4605-8a5b-329c8de5ffe8	http://n2t.net/ark:/65665/m35190f1ca-f6e7-4e74-866c-2e152fa57c52	US	2947337	J. H. Sandberg & J. Leiberg	1893	7	14	14 Jul 1893	United States	Washington				Distichlis dentata
00133629	unstained	http://n2t.net/ark:/65665/33d8b67cc-23bf-48fd-93c9-4c1f70ed4ee9	http://n2t.net/ark:/65665/m3cefde9dc-1a65-4edc-8ceb-ae9fa7af153b	US	72668	J. L. Berlandier	1839	2		-- Feb 1839	United States	Texas				Eatonia densiflora
00133637	unstained	http://n2t.net/ark:/65665/372f23a43-2e36-471d-8b8f-100f83704ce1	http://n2t.net/ark:/65665/m320666dfa-650a-431f-b987-2d24c53d1956	US	72671	W. N. Suksdorf	1897	6	8	08 Jun 1897	United States	Oregon	Wasco	Dalles on Columbia River.		Eatonia annua
00133647	unstained	http://n2t.net/ark:/65665/3deed1537-7b0e-4660-afce-c64000fde9bf	http://n2t.net/ark:/65665/m3f7a0d134-ba1f-4e50-9e23-abf8cbe2afdd	US	1963637	A. M. Alexander & L. Kellogg	1949	5	24	24 May 1949	United States	California	Inyo			Ectosperma alexandrae
00133652	unstained	http://n2t.net/ark:/65665/34912b644-93fd-423e-ae58-70061abc8b16	http://n2t.net/ark:/65665/m3510c89ea-798f-405b-b202-1c24033e8170	US	1385553	E. L. Ekman	1914	12	4	04 Dec 1914	Cuba	Oriente		Between Taco and Nibujon.		Ekmanochloa aristata
00133655	unstained	http://n2t.net/ark:/65665/3c74f0bdf-4277-48bb-bd1d-66c2f23be432	http://n2t.net/ark:/65665/m3271e8a20-3f23-4021-b80e-b0d536acb664	US	1445796	L. Boivin	1816			-- --- 1816 to -- --- 1852	Madagascar					Eleusine macrostachya
00133657	unstained	http://n2t.net/ark:/65665/3c5b598ff-1abe-48b3-ae2f-5bca04774a13	http://n2t.net/ark:/65665/m381ff35af-3515-4043-8fa4-ca6180951369	US	728333	J. G. Lemmon	1882			-- --- 1882	United States	Arizona		Plains near Mt. Huacuca.		Elionurus barbiculmis
00133674	unstained	http://n2t.net/ark:/65665/356dbb27e-fafe-4042-8b0d-8d2dd81e3db5	http://n2t.net/ark:/65665/m33a437783-7ec1-4bd1-8b8c-a86bb31abf23	US	2489455	G. R. Vasey	1884			-- --- 1884	United States	Colorado		Pen Gulch.		Elymus ambiguus
00133690	unstained	http://n2t.net/ark:/65665/32ffeecb1-7de9-4ffd-8935-7197733e81c3	http://n2t.net/ark:/65665/m34cbef648-a158-440d-a128-f95df7325c7a	US	2877788	F. Kreager	1902	8	2	02 Aug 1902	United States	Washington	Stevens	Box Canyon, Pend Oreille River.		Elymus curvatus
00133702	unstained	http://n2t.net/ark:/65665/3a0551222-502c-4f25-a1bc-9216b95a15d3	http://n2t.net/ark:/65665/m3b9a78a02-f3c1-4f7a-b632-4bdf8f974bf9	US	318128	B. F. Bush	1897	6	15	15 Jun 1897	United States	Missouri	Barry	Eagle Rock.		Elymus mackenzii
00133731	unstained	http://n2t.net/ark:/65665/3e5761e7b-fd9a-4f04-856f-5ce36197bdf6	http://n2t.net/ark:/65665/m39c89eb5c-02b0-4fb0-a5b8-cf9e525af8b2	US	1964759	K. Nakashima	1933	5	25	25 May 1933	Japan	Fukuoka		Kyushu Island.		Elymus tsukushiensis
00133749	unstained	http://n2t.net/ark:/65665/33493983a-77d4-4833-acd6-70f7982cd0b9	http://n2t.net/ark:/65665/m3c762f7bc-3e74-4da7-aa30-96f333eae6c7	US	1127013	J. L. Berlandier	1839			-- --- 1839	Mexico			E of Monserrat		Epicampes berlandieri
00133751	unstained	http://n2t.net/ark:/65665/359b9a090-526b-4643-9167-8b79ad4e00d9	http://n2t.net/ark:/65665/m3f32fa785-05f2-49d5-aff6-37b1f9857ab0	US	207466	F. M. Liebmann	1841	11		-- Nov 1841	Mexico			Mirador.		Epicampes bourgaei var. mutica
00133756	unstained	http://n2t.net/ark:/65665/337b64c6b-46a0-40e7-a7eb-688a04cf0387	http://n2t.net/ark:/65665/m341bfd865-1556-433d-91fd-550747bfa85a	US	999036	E. Bourgeau	1866	10	3	03 Oct 1866	Mexico			Santa Fe.		Epicampes robusta
00133767	unstained	http://n2t.net/ark:/65665/3a08f56a4-415f-410b-8344-6a65df1f2aee	http://n2t.net/ark:/65665/m3f6c0f134-611b-40fc-aaca-f0efe43cf044	US	2462092	H. G. Schweickerdt	1950	4	5	4/5/1950	Namibia			Omaruru, Brandberg.		Eragrostis aristata
00133772	unstained	http://n2t.net/ark:/65665/3e2bca02f-0954-4824-ad9b-299ad1afc08e	http://n2t.net/ark:/65665/m3c5ed533f-5cdc-4f47-bd34-4e3a410c75c0	US	1164909	A. S. Hitchcock	1923	11	17	17 Nov 1923	Peru	Arequipa		Mollendo		Eragrostis attenuata
00133780	unstained	http://n2t.net/ark:/65665/3c03f5ff2-74b9-4d8c-8daa-254cb0cf27e1	http://n2t.net/ark:/65665/m30a7f472d-7777-4e40-bea0-db481eb46612	US	207974	P. A. Rydberg	1893	8	23	23 Aug 1893	United States	Nebraska	Thomas	Near Plummer Ford, Dismal River.		Eragrostis capillacea
00133781	unstained	http://n2t.net/ark:/65665/30db43abb-1ea4-49f8-9deb-1ed6692f544b	http://n2t.net/ark:/65665/m3f94a21ba-f6c9-41d2-975a-08b6a7195226	US	909340	A. H. Curtiss	1880	9		-- Sep 1880 to  -- Oct 1880	United States	Georgia	Wayne	Doctortown and Jessup.		Eragrostis ciliaris var. patens
00133808	unstained	http://n2t.net/ark:/65665/3d149e4f4-19ea-4c04-85a2-b9910eaec4a1	http://n2t.net/ark:/65665/m35e82c7ee-4d47-4bf7-8f3a-3c42462269bd	US	821920	G. A. Schweinfurth	1881	4	2	02 Apr 1881	Saudi Arabia			Prope Scheber.		Eragrostis fruticans
00133820	unstained	http://n2t.net/ark:/65665/3930fc9bf-8c5a-4ec8-aa1c-e48a0f8d85a7	http://n2t.net/ark:/65665/m33068a277-2915-40a6-9116-89e81a1c62bc	US	1535749	A. S. Hitchcock	1910	7	3	03 Jul 1910	United States	Texas	Bexar	Near San Antonio.		Eragrostis intermedia
00133821	unstained	http://n2t.net/ark:/65665/3847f3b1f-2efd-412f-81d4-3e1ea9048246	http://n2t.net/ark:/65665/m343c2d94a-5c42-4fff-908a-7308b6ef2fa5	US	1535750	A. S. Hitchcock	1910	7	3	03 Jul 1910	United States	Texas	Bexar	Near San Antonio.		Eragrostis intermedia
00133824	unstained	http://n2t.net/ark:/65665/3d623ca57-51fa-4aa9-a1fd-5fb902c665e0	http://n2t.net/ark:/65665/m33e1d545b-e5ba-4207-b5aa-973a1ec22235	US	435431	E. D. Merrill	1902	12	13	13 Dec 1902	Philippines	Palawan				Eragrostis lasioclada
00133829	unstained	http://n2t.net/ark:/65665/35d8fbf5f-6751-4a70-b2ec-bea4a6c88c39	http://n2t.net/ark:/65665/m38931a30e-084c-4908-827d-00dee980c45e	US	1039813	F. N. Meyer	1914	10	18	18 Oct 1914	China	Kansu		Near Lang Sui; alt. 4500 Ft.		Eragrostis longipes
00133830	unstained	http://n2t.net/ark:/65665/3d911bfa9-9c8c-4fac-8c4d-cd3c1657ff96	http://n2t.net/ark:/65665/m337d18a4c-7284-4fb2-805d-dba3aadcd2a5	US	911821	T. Stuckert	1907	3	3	03 Mar 1907	Argentina	La Rioja		Sierra de Walpas, Cerro de Minas.		Eragrostis longipila
00133854	unstained	http://n2t.net/ark:/65665/3ad441b3e-ab02-4944-bf1e-57bd8bbd0299	http://n2t.net/ark:/65665/m3d6bef378-9f45-4964-b790-3b41e19f29ac	US	821984	E. Palmer	1880	9	23	23 Sep 1880 to  24 Sep 1880	Mexico	Coahuila		Juraz, ca. 100 mi N from Monclova, on Sabinas River.		Eragrostis palmeri
00133887	unstained	http://n2t.net/ark:/65665/36a77dffc-fa8a-408c-891b-a5f485fc01a2	http://n2t.net/ark:/65665/m312162e92-53e5-4788-a595-b084578d640a	US	1126604	G. Mandon	1858			-- --- 1858	Bolivia	La Paz		Vic. Sorata.		Eragrostis soratensis
00133888	unstained	http://n2t.net/ark:/65665/3f4844b94-245d-4375-bfec-b21bd0df4b69	http://n2t.net/ark:/65665/m32d9601ae-ae35-42f0-8b72-4def64abd630	US	1761638	T. S. Brandegee	1890	9	12	12 Sep 1890	Mexico	Baja California Sur		San José del Cabo		Eragrostis spicata
00133892	unstained	http://n2t.net/ark:/65665/3e768b1c6-d0e6-45b4-b20f-5ed129bea7ec	http://n2t.net/ark:/65665/m30a3b07e8-596a-422d-a548-7c681204490c	US	822065	M. Bang	1889			-- --- 1889	Bolivia	La Paz				Eragrostis subatra
00133894	unstained	http://n2t.net/ark:/65665/3660626ba-0b1e-4edf-8d35-bb26abd77619	http://n2t.net/ark:/65665/m3a0416fcb-be94-4ebb-b388-e9cf20242f4f	US	2852654	J. R. Swallen	1931	6	8	08 Jun 1931	United States	Texas		Park area, Riviera.		Eragrostis swalleni
00133938	unstained	http://n2t.net/ark:/65665/3ea5aa155-465d-4189-9e0b-5545b83f9782	http://n2t.net/ark:/65665/m31af2fb29-8445-44ac-81d5-5cc09bed65ca	US	212901	E. W. Nelson	1894			-- --- 1894	Mexico	Oaxaca		Hills E of Cuicatlan.		Eriochloa nelsonii
00133953	unstained	http://n2t.net/ark:/65665/3a8209958-3484-4ffd-a6df-2e371df64393	http://n2t.net/ark:/65665/m3b9f7cb9f-9752-48c8-b1ff-7228e208e0fb	US	2785508	J. Cuatrecasas	1969	2	26	26 Feb 1969	Colombia	Valle del Cauca		Cordillera Central, Cerro Pan de Azucar.		Festuca azucarica
00133956	unstained	http://n2t.net/ark:/65665/3d0489c2d-f6e8-46c4-8c4f-78d655e671ca	http://n2t.net/ark:/65665/m3826e3097-9206-479b-9d62-c63cfb4185a9	US	1535782	Collector unknown				-- --- ----	United States	Delaware / Georgia / New York				Festuca brevifolia
00134019	unstained	http://n2t.net/ark:/65665/3ec4fa4df-ea75-44ba-ba08-8bebc200b70e	http://n2t.net/ark:/65665/m30cfe0d4a-40fd-4f17-a909-171b1b4f535e	US	2182903	J. A. Steyermark	1953	5	21	21 May 1953	Venezuela	Bolivar		Along base of SE facing bluffs of Chimanta.		Ichnanthus vestitus
00134029	unstained	http://n2t.net/ark:/65665/36cb978d7-6493-4713-8a0c-ca9a4c3dc58f	http://n2t.net/ark:/65665/m3702fd7b9-764c-4ab7-9056-601ace485520	US	80003	S. B. Parish & W. F. Parish	1881	8	15	15 Aug 1881	United States	California	San Bernardino	San Bernardino.		Imperata brevifolia
00134046	unstained	http://n2t.net/ark:/65665/33b4e8f95-34b4-491d-84fd-e3ce5e266311	http://n2t.net/ark:/65665/m3c3414819-941a-43eb-8bbb-e17c0c4bb746	US	2209374	E. D. Merrill	1916	10	27	27 Oct 1916 to  30 Oct 1916	China	Kwangtung		Loh Fau Mt. (Lofaushan).		Isachne chinensis
00134067	unstained	http://n2t.net/ark:/65665/36574c8bb-dd56-4077-94c9-2056b5a3f1e5	http://n2t.net/ark:/65665/m3b273d664-f00d-4fbe-9831-e326bf3108f6	US	1501523	E. E. Maire	1931	2		-- Feb 1931	China	Yunnan				Ischaemum lanceolatum
00134076	unstained	http://n2t.net/ark:/65665/3e67eaf53-8f1a-4182-ae34-65c20c08a0da	http://n2t.net/ark:/65665/m3d17c8bd6-ae1c-4025-9f33-9513fedd7f51	US	779339	A. D. E. Elmer	1909	5		-- May 1909	Philippines	Davao del Sur		Todaya (Mt. Apo).		Ischaemum todayense
00134077	unstained	http://n2t.net/ark:/65665/38e2dbf12-ebe6-4d27-be4d-b8eeb1a558f8	http://n2t.net/ark:/65665/m31735519c-49f4-40c1-868c-6503ad9df229	US	2959128	S. T. Blake	1936	7	19	19 Jul 1936	Australia	Queensland	Gregory South	Birdville.		Iseilema eremaeum
00134086	unstained	http://n2t.net/ark:/65665/341b4036c-4432-4745-8e95-517759cce4e2	http://n2t.net/ark:/65665/m3d5d1d7dd-848d-465d-8a86-332ce328f889	US	277672	A. A. Heller & E. G. Heller	1896	6	24	24 Jun 1896	United States	Idaho	Nez Perce	About Lake Waha.		Koeleria gracilis subsp. idahensis var. pseudocristatoides
00134106	unstained	http://n2t.net/ark:/65665/33adc8618-f318-4c45-8b32-d43ad4cdba2d	http://n2t.net/ark:/65665/m362a90934-e3f4-40b2-90be-650c18275fd3	US	1537250	J. R. Swallen	1932	7	22	22 Jul 1932 to  23 Jul 1932	Mexico	Yucatán		Muna.		Lasiacis lancifolia
00134125	unstained	http://n2t.net/ark:/65665/34a756437-6ee9-4666-bcbd-7b29034c6bb2	http://n2t.net/ark:/65665/m34e52de58-423c-4b9b-a5ea-9832aa2b0e8d	US	1610001	J. Ohwi	1930	6	26	26 Jun 1930	North Korea			North, Mount Setsurei.		Leiopoa blepharogyna
00134130	unstained	http://n2t.net/ark:/65665/3194ac231-b858-4693-8103-435689cb3810	http://n2t.net/ark:/65665/m34cfc9cc5-3c04-4b4f-a681-69594b8729aa	US	1445574	O. Hagerup	1927	9	29	29 Sep 1927	Mali			Labezanga.		Leptochloa longiglumis
00134143	unstained	http://n2t.net/ark:/65665/3a181bbf6-b860-4cf9-a936-d9971ed11ac3	http://n2t.net/ark:/65665/m3bd9f49e4-e6f6-48d1-9449-42114c6478ac	US	2181536	O. Degener & W. H. Hatheway	1950	7	14	14 Jul 1950	Kiribati			[Phoenix Is.]		Lepturus pilgerianus
00134144	unstained	http://n2t.net/ark:/65665/3f9020d39-7ab2-4f1a-bcba-b650e5df253c	http://n2t.net/ark:/65665/m33f8da94e-9fc0-42be-89c4-89c9883ab78a	US	1128728	C. A. Backer	1920			-- --- 1920	Indonesia			Klein Kamberes.		Lepturus repens var. occidentalis
00134164	unstained	http://n2t.net/ark:/65665/308545dac-0d0b-4b56-831d-bde54be0b27c	http://n2t.net/ark:/65665/m33ff6e770-b585-4012-bc9d-1c1293556dea	US	822700	C. G. Pringle	1891	10	2	02 Oct 1891	Mexico	Jalisco		Near Guadalajara.		Luziola gracillima
00134196	unstained	http://n2t.net/ark:/65665/343a8a912-ee01-445a-b338-a9bc45ffe47d	http://n2t.net/ark:/65665/m320428c80-ff2f-45f6-a9a7-179f740242ba	US	2947516	J. T. Howell	1943	4	11	11 Apr 1943	United States	California	Marin	Black Canyon, San Rafael Hills.		Melica geyeri var. aristulata
00134205	unstained	http://n2t.net/ark:/65665/3e4e02885-c0c6-40bd-a0b8-2e7abb33a817	http://n2t.net/ark:/65665/m3eb1da1ca-f876-4762-a007-afa5c1bfd3b4	US	556109	J. Leiberg	1898	3	9	9 Mar 1898	United States	California	Riverside			Melica imperfecta var. minor
00134232	unstained	http://n2t.net/ark:/65665/324f2fcf9-b012-43c8-b557-ead3b6a30a4e	http://n2t.net/ark:/65665/m3b4e35ac5-6e8a-4a20-954e-08bb98e3b2a3	US	1064152	E. Dekindt				-- --- ----	Angola	Huíla		Huilla.		Melinis pallida
00134275	unstained	http://n2t.net/ark:/65665/38642589d-ef74-432a-9227-a92bc2a288dd	http://n2t.net/ark:/65665/m36fad335f-0aec-4911-a06d-aca2c6863a46	US	1764957	A. G. Sandoval	1940	8		-- Aug 1940 to  -- Nov 1940	Venezuela	Anzoategui		Vecinidad de San Tome.		Mesosetum chaseae
00134289	unstained	http://n2t.net/ark:/65665/3d614e759-5b6c-4097-973b-c747d263732f	http://n2t.net/ark:/65665/m3792427ce-7594-4502-a44a-6c9204785c64	US	1248721	R. C. Ching	1928	11	6	06 Nov 1928	China	Kwangsi Chuang		Ken She, Feng Dar Shan, south Nanning.		Microstegium biforme
00134295	unstained	http://n2t.net/ark:/65665/340c604ad-0451-4ecc-9edf-9d8b9257b7e6	http://n2t.net/ark:/65665/m330ac50fd-ac02-4804-abad-e6b5fd34516c	US	1935636	F. Deighton	1947	11	10	10 Nov 1947	Sierra Leone			Sefadu.		Monocymbium deightonii
00134296	unstained	http://n2t.net/ark:/65665/3cae6bd77-51c2-464c-a16f-9850f4b2beae	http://n2t.net/ark:/65665/m370b3d991-21fc-48b3-92b6-3d6e0684f85c	US	628822	H. M. Curran, M. L. Merritt & T. C. Zschokke	1909	1	5	05 Jan 1909	Philippines	Benguet		Mt. Pulog.		Monostachya centrolepidoides
00134311	unstained	http://n2t.net/ark:/65665/3f60a9ac0-2171-4e33-8698-ed1453ffab12	http://n2t.net/ark:/65665/m390d559f3-0d50-4795-9585-f7130fc399c4	US	2557457	J. L. Berlandier	1827	8	26	26 Aug 1827	Mexico			E of Monserrat		Muhlenbergia berlandieri
00134344	unstained	http://n2t.net/ark:/65665/37700b87e-8cbc-4dc0-bbc7-cdbfd2bbb77f	http://n2t.net/ark:/65665/m3969f6526-d3a6-4e84-ad13-43a60f795241	US	1758575	S. Kajewski	1928	10	20	20 Oct 1928	Solomon Islands	Temotu		Vanikolo I.		Lycopodium vanikorense
00134361	unstained	http://n2t.net/ark:/65665/349cf3000-bf52-4009-b2dd-137273d0a0cd	http://n2t.net/ark:/65665/m3bd56d5dc-d6e2-4367-9b7d-6f57fc2f756f	US	619313	J. Drege				-- --- ----	Unknown					Selaginella capensis
00134393	unstained	http://n2t.net/ark:/65665/3a1b5a905-612f-426b-9265-1aaa60985c7f	http://n2t.net/ark:/65665/m3765fb727-8e85-444f-9d73-9e09190f2165	US	775357	C. B. Robinson	1913	11	27	27 Nov 1913	Indonesia	Maluku		Salahoete.		Selaginella robinsonii
00134395	unstained	http://n2t.net/ark:/65665/32a4317db-fd79-47c2-ad78-16998af107ed	http://n2t.net/ark:/65665/m3c4e26ea9-5d4d-4e4a-92dd-5fa5a3658167	US	1377140	M. Ramos	1910	8		-- Aug 1910	Philippines	Laguna		San Antonio.		Selaginella sancti-antonii
00134414	unstained	http://n2t.net/ark:/65665/3091ca2ac-6649-4155-8d03-f202690fc056	http://n2t.net/ark:/65665/m38f98815c-7a38-4902-930e-1ac98da6a455	US	2138410	-. Bunnemeijer				-- --- ----	Indonesia					Angiopteris athroocarpa
00135711	unstained	http://n2t.net/ark:/65665/371b24459-8511-4d42-a599-94ee5927588e	http://n2t.net/ark:/65665/m30dc63690-3a8f-4ca0-b836-77ead25cfa5d	US	601046	Herbert H. Smith	1898			-- -- 1898 to  -- -- 1899	Colombia	Magdalena	Santa Marta	[department (state) originally recorded as Santa Marta.]		Selaginella popayanensis
00138201	unstained	http://n2t.net/ark:/65665/30fe3c3ce-840b-4a97-be0a-a9f5ebae4157	http://n2t.net/ark:/65665/m3c3961edd-9c12-489b-a58d-e0441caad522	US	301215	J. N. Rose	1897	8	15	15 Aug 1897	Mexico	Durango				Hamelia hypomalaca
00138206	unstained	http://n2t.net/ark:/65665/3e47f6de8-355b-474a-80e4-dd5fbd997422	http://n2t.net/ark:/65665/m3c89745f9-fda3-46e4-bb75-cb8f41010e8c	US	678258	R. S. Williams	1908	4	16	16 Apr 1908	Panama			Above Paca.		Hamelia panamensis
00138221	unstained	http://n2t.net/ark:/65665/3fd79d4be-f090-4c98-a076-9dfee6281773	http://n2t.net/ark:/65665/m328c0a762-0e91-4c9a-8b7b-28a6e89bf473	US	764102	R. Combs	1895	8	10	10 Aug 1895	Cuba					Catesbaea nana
00138234	unstained	http://n2t.net/ark:/65665/32735b565-444e-474d-ac3c-b34dd29f5405	http://n2t.net/ark:/65665/m37aff4e23-4ffc-4e29-b158-eb17e02c88b9	US	1820493	M. Davidson	1938	1	26	26 Jan 1938	Panama	Chiriquí	Boquete	Baja Chorro.		Hoffmannia davidsoniae
00138238	unstained	http://n2t.net/ark:/65665/3bd1e8a0b-7aa2-4a97-83fb-7f31f0fef450	http://n2t.net/ark:/65665/m348dc161e-e42d-4e0a-b51c-ee0f7aa3bfc4	US	1196546	A. S. Hitchcock	1923	9	25	25 Sep 1923	Ecuador	Tungurahua		Valley of Pastaza River, between Banos and Cashurco.		Hoffmannia ecuatoriana
00138251	unstained	http://n2t.net/ark:/65665/35d55d0f2-c37f-47a1-818e-509e95a54c2b	http://n2t.net/ark:/65665/m399ecc80d-49fb-472f-8f36-e3632a642770	US	576514	H. von Türckheim	1902	5		-- May 1902	Guatemala	Alta Verapaz		Cubilquitz		Hoffmannia lineolata
00138260	unstained	http://n2t.net/ark:/65665/31d570f8b-cdd0-476b-9689-981274ac75f8	http://n2t.net/ark:/65665/m3789532a1-12e9-43ac-af48-1bfd914cb1b1	US	2430770	J. J. Wurdack	1962	6	19	19 Jun 1962	Peru	Amazonas	Bongará	Bongará, Pomacocha		Hoffmannia parvifolia
